,model,parameters,value
53,Pyr_Growth_Glycolysis_C0,kr_TPI2,41497439021.522446
54,Pyr_Growth_Glycolysis_C0,kr_TPI1,118994724.47344142
55,Pyr_Growth_Glycolysis_C0,kr_FBA24,96992.41444544597
56,Pyr_Growth_Glycolysis_C0,kr_FBA23,114524666756.69626
57,Pyr_Growth_Glycolysis_C0,kr_FBA22,842009537109.9438
58,Pyr_Growth_Glycolysis_C0,kr_GAPD1,89432.930747223
59,Pyr_Growth_Glycolysis_C0,kr_PGK5,45920814.47868228
60,Pyr_Growth_Glycolysis_C0,kr_PGK6,0.16092661342612438
61,Pyr_Growth_Glycolysis_C0,kr_PGK7,4199839.901257909
62,Pyr_Growth_Glycolysis_C0,kr_PYK13,2966384210850.567
63,Pyr_Growth_Glycolysis_C0,kf_SK__3pg_c,241.7564538057457
64,Pyr_Growth_Glycolysis_C0,kr_PYK12,3253938184140.41
65,Pyr_Growth_Glycolysis_C0,kr_PYK11,516572.4995408668
66,Pyr_Growth_Glycolysis_C0,kr_ENO3,54403.62474087332
67,Pyr_Growth_Glycolysis_C0,kr_ENO2,201013096784.6263
68,Pyr_Growth_Glycolysis_C0,kr_ENO1,235474197.73780617
69,Pyr_Growth_Glycolysis_C0,kr_PGMd3,2866386.962938404
70,Pyr_Growth_Glycolysis_C0,kr_PGMd2,1721696448876.1948
71,Pyr_Growth_Glycolysis_C0,kr_PGMd1,8524115.000001356
72,Pyr_Growth_Glycolysis_C0,kr_PGMi3,454315.1481831578
73,Pyr_Growth_Glycolysis_C0,kr_PGMi2,443556728038.73865
74,Pyr_Growth_Glycolysis_C0,kr_PGMi1,126930.7312070972
75,Pyr_Growth_Glycolysis_C0,kr_PGK9,208405.17292881114
76,Pyr_Growth_Glycolysis_C0,amp_b,0.00031495403722408785
77,Pyr_Growth_Glycolysis_C0,kr_PGK8,3599998082450.041
78,Pyr_Growth_Glycolysis_C0,kf_SK_pep_c,95.95281376951839
79,Pyr_Growth_Glycolysis_C0,kr_PYK15,501.94826472510374
80,Pyr_Growth_Glycolysis_C0,kr_FBA21,119004858257.27864
81,Pyr_Growth_Glycolysis_C0,kf_SK_g3p_c,7.455185671896207
82,Pyr_Growth_Glycolysis_C0,v_PFK14,0.03671606136824085
83,Pyr_Growth_Glycolysis_C0,v_TPI1,-0.090048520784201
84,Pyr_Growth_Glycolysis_C0,v_FBA24,-0.00033770860348924787
85,Pyr_Growth_Glycolysis_C0,kf_SK_h_c,1.5686133989019866
86,Pyr_Growth_Glycolysis_C0,v_FBA23,-0.0003377086034892479
87,Pyr_Growth_Glycolysis_C0,v_FBA22,-0.0003377086034892507
88,Pyr_Growth_Glycolysis_C0,v_FBA21,-0.0003377086034892507
89,Pyr_Growth_Glycolysis_C0,v_FBA14,-0.10660597156223917
90,Pyr_Growth_Glycolysis_C0,v_TPI2,-0.09004852078420869
91,Pyr_Growth_Glycolysis_C0,v_FBA13,-0.10660597156224
92,Pyr_Growth_Glycolysis_C0,v_FBA12,-0.10660597156265794
93,Pyr_Growth_Glycolysis_C0,v_FBA11,-0.10660597156223997
94,Pyr_Growth_Glycolysis_C0,v_FBP24,0.00021588788635862333
95,Pyr_Growth_Glycolysis_C0,v_FBP23,0.00021588788635857074
96,Pyr_Growth_Glycolysis_C0,v_FBP22,0.00021588788635857042
97,Pyr_Growth_Glycolysis_C0,v_FBP21,0.00021588788635857085
98,Pyr_Growth_Glycolysis_C0,v_FBP14,0.1436355055183185
99,Pyr_Growth_Glycolysis_C0,pyr_b,0.0001046566231576094
100,Pyr_Growth_Glycolysis_C0,v_TPI3,-0.09004852082580328
101,Pyr_Growth_Glycolysis_C0,v_GAPD1,-0.18841196997371834
102,Pyr_Growth_Glycolysis_C0,v_GAPD2,-0.18841196997371823
103,Pyr_Growth_Glycolysis_C0,v_PGMi3,-0.2988508773460672
104,Pyr_Growth_Glycolysis_C0,v_PGMi2,-0.2988508773460694
105,Pyr_Growth_Glycolysis_C0,v_PGMi1,-0.2988508773460672
106,Pyr_Growth_Glycolysis_C0,v_PGK9,-0.18841196997371812
107,Pyr_Growth_Glycolysis_C0,v_PGK8,-0.18841191483079456
108,Pyr_Growth_Glycolysis_C0,v_PGK7,-5.513734685491656e-08
109,Pyr_Growth_Glycolysis_C0,v_PGK6,-6.733679176968214e-10
110,Pyr_Growth_Glycolysis_C0,v_PGK5,-0.1884119693003501
111,Pyr_Growth_Glycolysis_C0,kf_SK_fdp_c,5.68371732799689e-14
112,Pyr_Growth_Glycolysis_C0,v_PGK4,-0.1884119148363652
113,Pyr_Growth_Glycolysis_C0,v_PGK3,-5.513734684727293e-08
114,Pyr_Growth_Glycolysis_C0,v_PGK2,-6.733679178486107e-10
115,Pyr_Growth_Glycolysis_C0,v_PGK1,-0.18841196930034698
116,Pyr_Growth_Glycolysis_C0,v_GAPD6,-0.18841196997371812
117,Pyr_Growth_Glycolysis_C0,v_GAPD5,-0.18841196997371856
118,Pyr_Growth_Glycolysis_C0,v_GAPD4,-0.18841196997371767
119,Pyr_Growth_Glycolysis_C0,v_GAPD3,-0.18841196997345833
120,Pyr_Growth_Glycolysis_C0,v_FBP13,0.1436355055183982
121,Pyr_Growth_Glycolysis_C0,v_PFK13,0.03671606136824083
122,Pyr_Growth_Glycolysis_C0,kf_SK_h2o_c,1.9670100290320054
123,Pyr_Growth_Glycolysis_C0,v_FBP11,0.14363550551838955
124,Pyr_Growth_Glycolysis_C0,v_PFK14_86,-9.109901563757313e-52
125,Pyr_Growth_Glycolysis_C0,v_PFK13_86,-1.5738073974307266e-41
126,Pyr_Growth_Glycolysis_C0,v_PFK12_86,-6.58813827911898e-52
127,Pyr_Growth_Glycolysis_C0,v_PFK11_86,1.473632607910299e-44
128,Pyr_Growth_Glycolysis_C0,kf_SK_dhap_c,5.919845353928352
129,Pyr_Growth_Glycolysis_C0,v_PFK15_85,1.677233837710028e-41
130,Pyr_Growth_Glycolysis_C0,v_PFK14_85,1.0167172470927351e-41
131,Pyr_Growth_Glycolysis_C0,v_PFK15_86,-6.588130633439718e-52
132,Pyr_Growth_Glycolysis_C0,v_PFK13_85,1.2529133398455919e-35
133,Pyr_Growth_Glycolysis_C0,v_PFK11_85,1.2528785238459633e-35
134,Pyr_Growth_Glycolysis_C0,v_PFK15_84,-1.082295591547851e-25
135,Pyr_Growth_Glycolysis_C0,v_PFK14_84,-4.1631823828889996e-27
136,Pyr_Growth_Glycolysis_C0,v_PFK13_84,-1.2690985195055754e-24
137,Pyr_Growth_Glycolysis_C0,v_PFK12_84,8.448700294917036e-27
138,Pyr_Growth_Glycolysis_C0,v_PFK11_84,1.6049276529262515e-28
139,Pyr_Growth_Glycolysis_C0,v_PFK15,0.03671606136824086
140,Pyr_Growth_Glycolysis_C0,v_PFK12_85,1.0167172690763171e-41
141,Pyr_Growth_Glycolysis_C0,v_PFK11_87,1.7371923560775286e-41
142,Pyr_Growth_Glycolysis_C0,v_PFK12_87,1.4941203887614134e-43
143,Pyr_Growth_Glycolysis_C0,v_PFK13_87,1.4934667875054757e-43
144,Pyr_Growth_Glycolysis_C0,v_PFK25,0.00019165187078669285
145,Pyr_Growth_Glycolysis_C0,v_PFK24,0.00019165187078669282
146,Pyr_Growth_Glycolysis_C0,v_PFK23,0.00019165187078669285
147,Pyr_Growth_Glycolysis_C0,v_PFK22,0.00019165187078669285
148,Pyr_Growth_Glycolysis_C0,v_PFK21,0.0001916518707866928
149,Pyr_Growth_Glycolysis_C0,v_PFK1_TransitionStep,8.673617379884035e-19
150,Pyr_Growth_Glycolysis_C0,v_PFK1_Inhibition_pep_95,3.308722450212111e-24
151,Pyr_Growth_Glycolysis_C0,v_PFK1_Inhibition_pep_94,0.0
152,Pyr_Growth_Glycolysis_C0,v_PFK1_Inhibition_pep_93,-1.0339757656912846e-25
153,Pyr_Growth_Glycolysis_C0,v_PFK1_Inhibition_pep_92,-1.4217166778255163e-25
154,Pyr_Growth_Glycolysis_C0,v_PFK1_Activation_gdp_91,3.568351610471867e-51
155,Pyr_Growth_Glycolysis_C0,kf_SK_pi_c,3092.8127290439324
156,Pyr_Growth_Glycolysis_C0,v_PFK1_Activation_gdp_90,9.373510063946406e-51
157,Pyr_Growth_Glycolysis_C0,v_PFK1_Activation_gdp_89,1.2529123095723277e-35
158,Pyr_Growth_Glycolysis_C0,v_PFK1_Activation_gdp_88,-8.28777267025195e-27
159,Pyr_Growth_Glycolysis_C0,v_PFK15_87,1.494120424444999e-43
160,Pyr_Growth_Glycolysis_C0,v_PFK14_87,-1.6442695534695722e-41
161,Pyr_Growth_Glycolysis_C0,v_FBP12,0.1436355055183982
162,Pyr_Growth_Glycolysis_C0,v_PGMd1,-0.0028193229979610046
163,Pyr_Growth_Glycolysis_C0,kr_FBA14,227914036.1275563
164,Pyr_Growth_Glycolysis_C0,kr_FBA12,3582781426486.8257
165,Pyr_Growth_Glycolysis_C0,kf_PGK4,589751635.4255812
166,Pyr_Growth_Glycolysis_C0,kf_PFK13,7545614221.867969
167,Pyr_Growth_Glycolysis_C0,kf_PGK3,8.840036632058425
168,Pyr_Growth_Glycolysis_C0,kf_PGK2,2929975.7589962645
169,Pyr_Growth_Glycolysis_C0,kf_PGK1,100454862828.30591
170,Pyr_Growth_Glycolysis_C0,kf_GAPD6,2538430081.397258
171,Pyr_Growth_Glycolysis_C0,kf_GAPD5,3599998082841.6606
172,Pyr_Growth_Glycolysis_C0,kf_PGK5,1867194897026.3237
173,Pyr_Growth_Glycolysis_C0,kf_GAPD4,2187405694643.605
174,Pyr_Growth_Glycolysis_C0,kf_GAPD2,4628403.2677839855
175,Pyr_Growth_Glycolysis_C0,kf_GAPD1,231201737743.08633
176,Pyr_Growth_Glycolysis_C0,kf_TPI3,3564766776141.8896
177,Pyr_Growth_Glycolysis_C0,kf_TPI2,90713.61736217322
178,Pyr_Growth_Glycolysis_C0,kf_TPI1,3599998898445.7983
179,Pyr_Growth_Glycolysis_C0,kf_FBA24,220763589300.81592
180,Pyr_Growth_Glycolysis_C0,kf_FBA23,8550861.767336901
181,Pyr_Growth_Glycolysis_C0,kf_GAPD3,453307465099.0383
182,Pyr_Growth_Glycolysis_C0,kf_PGK6,278903898.637397
183,Pyr_Growth_Glycolysis_C0,kf_PGK7,10424.917588616432
184,Pyr_Growth_Glycolysis_C0,kf_PGK8,12586604181.019577
185,Pyr_Growth_Glycolysis_C0,kf_PYK15,3446760303978.432
186,Pyr_Growth_Glycolysis_C0,lac__D_b,0.00015594310310746158
187,Pyr_Growth_Glycolysis_C0,kf_PYK14,857975734401.9215
188,Pyr_Growth_Glycolysis_C0,kf_PYK13,6666980441.048051
189,Pyr_Growth_Glycolysis_C0,kf_PYK12,1782372.486145524
190,Pyr_Growth_Glycolysis_C0,kf_PYK11,5098530333.400151
191,Pyr_Growth_Glycolysis_C0,kf_ENO3,1477674.654455113
192,Pyr_Growth_Glycolysis_C0,kf_ENO2,4946054.911981341
193,Pyr_Growth_Glycolysis_C0,kf_PFK12,757263.4495975345
194,Pyr_Growth_Glycolysis_C0,kf_ENO1,1828626952017.8975
195,Pyr_Growth_Glycolysis_C0,kf_PGMd3,1899832.2504679183
196,Pyr_Growth_Glycolysis_C0,kf_PGMd2,165362313.6891286
197,Pyr_Growth_Glycolysis_C0,kf_PGMd1,30930815130.934235
198,Pyr_Growth_Glycolysis_C0,kf_PGMi3,127732.25884340607
199,Pyr_Growth_Glycolysis_C0,kf_PGMi2,58455942.724028535
200,Pyr_Growth_Glycolysis_C0,kf_PGMi1,770235550.3328214
201,Pyr_Growth_Glycolysis_C0,kf_PGK9,41871432.309277825
202,Pyr_Growth_Glycolysis_C0,kf_PFK14,2466352811920.957
203,Pyr_Growth_Glycolysis_C0,kf_PYK21,583568279.2488322
204,Pyr_Growth_Glycolysis_C0,kf_FBA22,33035.57543447793
205,Pyr_Growth_Glycolysis_C0,kf_FBA14,32886967.850965474
206,Pyr_Growth_Glycolysis_C0,kf_PFK12_87,1466.555048816488
207,Pyr_Growth_Glycolysis_C0,kf_PFK11_87,3587138147656.655
208,Pyr_Growth_Glycolysis_C0,kf_PFK15_86,0.17839422937165209
209,Pyr_Growth_Glycolysis_C0,kf_PFK11_84,0.0036242180285375536
210,Pyr_Growth_Glycolysis_C0,kf_PFK14_86,1819541.7522721116
211,Pyr_Growth_Glycolysis_C0,kf_PFK13_86,142830901657.2138
212,Pyr_Growth_Glycolysis_C0,kf_PFK12_86,70660715.1143583
213,Pyr_Growth_Glycolysis_C0,kf_PFK13_87,747702554.3787249
214,Pyr_Growth_Glycolysis_C0,kf_PFK11_86,2288352918.458803
215,Pyr_Growth_Glycolysis_C0,kf_PFK14_85,0.003642346303735416
216,Pyr_Growth_Glycolysis_C0,kf_PFK13_85,44355766.22628634
217,Pyr_Growth_Glycolysis_C0,kf_PFK12_85,22513549094.468884
218,Pyr_Growth_Glycolysis_C0,kf_PFK11_85,3599998356398.8765
219,Pyr_Growth_Glycolysis_C0,kf_PFK15_84,316558.2264225017
220,Pyr_Growth_Glycolysis_C0,kf_PFK14_84,0.0036242180285375536
221,Pyr_Growth_Glycolysis_C0,kf_PFK13_84,3599998602486.3945
222,Pyr_Growth_Glycolysis_C0,kf_PFK15_85,11.542323466653247
223,Pyr_Growth_Glycolysis_C0,kf_PFK14_87,304210232347.36334
224,Pyr_Growth_Glycolysis_C0,kf_PFK15_87,283876.50246098114
225,Pyr_Growth_Glycolysis_C0,kf_PFK1_TransitionStep,900000.4327821656
226,Pyr_Growth_Glycolysis_C0,kf_FBA13,1557.6387523751398
227,Pyr_Growth_Glycolysis_C0,kf_FBA12,75438282.88906501
228,Pyr_Growth_Glycolysis_C0,kf_FBA11,762994211.3129935
229,Pyr_Growth_Glycolysis_C0,kf_FBP24,88849.79702051268
230,Pyr_Growth_Glycolysis_C0,kf_FBP23,135995384.22162887
231,Pyr_Growth_Glycolysis_C0,kf_FBP22,532590.334934663
232,Pyr_Growth_Glycolysis_C0,kf_FBP21,79102.2404198097
233,Pyr_Growth_Glycolysis_C0,kf_FBP14,8304123561.010669
234,Pyr_Growth_Glycolysis_C0,kf_FBP13,305689547.29692525
235,Pyr_Growth_Glycolysis_C0,kf_FBP12,99854.37824724092
236,Pyr_Growth_Glycolysis_C0,kf_PFK15,3598443280950.008
237,Pyr_Growth_Glycolysis_C0,kf_FBP11,3572536228527.8384
238,Pyr_Growth_Glycolysis_C0,kf_PFK25,3599999999306.434
239,Pyr_Growth_Glycolysis_C0,kf_PFK24,542034.120320945
240,Pyr_Growth_Glycolysis_C0,kf_PFK23,104119272178.13615
241,Pyr_Growth_Glycolysis_C0,kf_PFK22,14699699.519331494
242,Pyr_Growth_Glycolysis_C0,kf_PFK21,53233548681.19728
243,Pyr_Growth_Glycolysis_C0,kf_FBA21,2855744195478.544
244,Pyr_Growth_Glycolysis_C0,kr_FBA13,1638018.5152711659
245,Pyr_Growth_Glycolysis_C0,kf_PYK22,111660.82952607404
246,Pyr_Growth_Glycolysis_C0,kf_PYK24,4793034.43090235
247,Pyr_Growth_Glycolysis_C0,kr_PFK11_87,1792794773786.322
248,Pyr_Growth_Glycolysis_C0,kr_PFK15_86,1308889272.6030896
249,Pyr_Growth_Glycolysis_C0,kr_PFK14_86,99070080276.94974
250,Pyr_Growth_Glycolysis_C0,kr_PFK13_86,2999710.998716613
251,Pyr_Growth_Glycolysis_C0,kr_PFK12_86,0.0036000014021537537
252,Pyr_Growth_Glycolysis_C0,kr_PFK11_86,2676754.4489022284
253,Pyr_Growth_Glycolysis_C0,kr_PFK15_85,21769340.292748533
254,Pyr_Growth_Glycolysis_C0,kr_PFK12_87,0.0036129118597164863
255,Pyr_Growth_Glycolysis_C0,kr_PFK14_85,3793.448347457762
256,Pyr_Growth_Glycolysis_C0,kr_PFK12_85,71088.98273073371
257,Pyr_Growth_Glycolysis_C0,kr_PFK11_85,3575661433399.3706
258,Pyr_Growth_Glycolysis_C0,kf_PGI1,131035219810.01767
259,Pyr_Growth_Glycolysis_C0,kr_PFK15_84,79576694.24109614
260,Pyr_Growth_Glycolysis_C0,kr_PFK14_84,0.003600001395835193
261,Pyr_Growth_Glycolysis_C0,kr_PFK13_84,7305906.310132789
262,Pyr_Growth_Glycolysis_C0,kr_PFK12_84,3575951129097.4795
263,Pyr_Growth_Glycolysis_C0,kr_PFK13_85,0.003600001645152113
264,Pyr_Growth_Glycolysis_C0,kr_PFK13_87,1118143581.0963843
265,Pyr_Growth_Glycolysis_C0,kf_SK_lac__D_c,2323.3967465188707
266,Pyr_Growth_Glycolysis_C0,kr_PFK14_87,1392875773.4743295
267,Pyr_Growth_Glycolysis_C0,kr_FBA11,13777.59579731946
268,Pyr_Growth_Glycolysis_C0,kr_FBP24,158763583336.63055
269,Pyr_Growth_Glycolysis_C0,kr_FBP23,0.05973200704174725
270,Pyr_Growth_Glycolysis_C0,kf_SK_amp_c,3801.514026834004
271,Pyr_Growth_Glycolysis_C0,kr_FBP22,5238.890445845169
272,Pyr_Growth_Glycolysis_C0,kr_FBP21,246897822.64229354
273,Pyr_Growth_Glycolysis_C0,kr_FBP14,593323524430.1906
274,Pyr_Growth_Glycolysis_C0,kr_FBP13,6344.208107984366
275,Pyr_Growth_Glycolysis_C0,kr_FBP12,34468474.58774141
276,Pyr_Growth_Glycolysis_C0,kr_FBP11,168181799756.2767
277,Pyr_Growth_Glycolysis_C0,kr_PFK25,159711.05326453858
278,Pyr_Growth_Glycolysis_C0,kr_PFK24,58894.084794191476
279,Pyr_Growth_Glycolysis_C0,kr_PFK23,3596436790775.064
280,Pyr_Growth_Glycolysis_C0,kr_PFK22,3599994485226.713
281,Pyr_Growth_Glycolysis_C0,kr_PFK21,652735150.8746792
282,Pyr_Growth_Glycolysis_C0,kr_PFK1_TransitionStep,3599997478316.0586
283,Pyr_Growth_Glycolysis_C0,kr_PFK15_87,16836456797.223433
284,Pyr_Growth_Glycolysis_C0,kr_PFK11_84,0.003600001395835193
285,Pyr_Growth_Glycolysis_C0,kf_PYK23,169065108.23281482
286,Pyr_Growth_Glycolysis_C0,kr_PFK15,34871025415.94719
287,Pyr_Growth_Glycolysis_C0,kr_PFK13,2996416813602.6416
288,Pyr_Growth_Glycolysis_C0,Keq_SK_adp_c,1.0
289,Pyr_Growth_Glycolysis_C0,Keq_SK_g6p_c,1.0
290,Pyr_Growth_Glycolysis_C0,Keq_SK_f6p_c,1.0
291,Pyr_Growth_Glycolysis_C0,kf_LDH_D5,9118.98533623168
292,Pyr_Growth_Glycolysis_C0,kf_LDH_D4,5886360.392174029
293,Pyr_Growth_Glycolysis_C0,kf_LDH_D3,333772620756.9801
294,Pyr_Growth_Glycolysis_C0,kf_LDH_D2,618712618.5858089
295,Pyr_Growth_Glycolysis_C0,kf_PGI3,131928.22844764183
296,Pyr_Growth_Glycolysis_C0,kf_LDH_D1,429758.28111141815
297,Pyr_Growth_Glycolysis_C0,kf_PPS5,534764.0988603585
298,Pyr_Growth_Glycolysis_C0,kf_PPS4,27564976.71417787
299,Pyr_Growth_Glycolysis_C0,kf_PPS3,15083522293.222483
300,Pyr_Growth_Glycolysis_C0,kf_PPS2,136178.8227498948
301,Pyr_Growth_Glycolysis_C0,kf_PFK11,2507492444.019347
302,Pyr_Growth_Glycolysis_C0,kf_PPS1,1302624803.1012797
303,Pyr_Growth_Glycolysis_C0,kf_PYK25,277054542190.42737
304,Pyr_Growth_Glycolysis_C0,kf_PPS6,2705662669000.0884
305,Pyr_Growth_Glycolysis_C0,Keq_SK_atp_c,1.0
306,Pyr_Growth_Glycolysis_C0,Keq_SK_fdp_c,1.0
307,Pyr_Growth_Glycolysis_C0,Keq_SK_h_c,1.0
308,Pyr_Growth_Glycolysis_C0,kr_PFK12,3590733241890.47
309,Pyr_Growth_Glycolysis_C0,kr_PFK11,215.22864220634
310,Pyr_Growth_Glycolysis_C0,kr_PGI3,92167.20073485024
311,Pyr_Growth_Glycolysis_C0,kr_PGI2,52156829970.90798
312,Pyr_Growth_Glycolysis_C0,kr_PGI1,71203351.18750787
313,Pyr_Growth_Glycolysis_C0,kf_PGI2,6124818.254912563
314,Pyr_Growth_Glycolysis_C0,Keq_SK_lac__D_c,1.0
315,Pyr_Growth_Glycolysis_C0,Keq_SK_amp_c,1.0
316,Pyr_Growth_Glycolysis_C0,Keq_SK_pyr_c,1.0
317,Pyr_Growth_Glycolysis_C0,Keq_SK_pep_c,1.0
318,Pyr_Growth_Glycolysis_C0,Keq_SK__3pg_c,1.0
319,Pyr_Growth_Glycolysis_C0,Keq_SK_nadh_c,1.0
320,Pyr_Growth_Glycolysis_C0,Keq_SK_nad_c,1.0
321,Pyr_Growth_Glycolysis_C0,Keq_SK_g3p_c,1.0
322,Pyr_Growth_Glycolysis_C0,Keq_SK_dhap_c,1.0
323,Pyr_Growth_Glycolysis_C0,Keq_SK_pi_c,1.0
324,Pyr_Growth_Glycolysis_C0,Keq_SK_h2o_c,1.0
325,Pyr_Growth_Glycolysis_C0,kr_PFK14,785497981.4320055
326,Pyr_Growth_Glycolysis_C0,v_PGMd2,-0.002819322997961171
327,Pyr_Growth_Glycolysis_C0,kf_PFK12_84,3599998602486.3945
328,Pyr_Growth_Glycolysis_C0,kf_SK_atp_c,24.778228664044658
329,Pyr_Growth_Glycolysis_C0,atp_b,0.060503666980737544
330,Pyr_Growth_Glycolysis_C0,v_PPS3,0.5850462310908582
331,Pyr_Growth_Glycolysis_C0,fdp_b,0.0004883349050261583
332,Pyr_Growth_Glycolysis_C0,v_LDH_D5,-0.13705004391694495
333,Pyr_Growth_Glycolysis_C0,h_b,1.0
334,Pyr_Growth_Glycolysis_C0,v_PPS1,0.5850462310908583
335,Pyr_Growth_Glycolysis_C0,h2o_b,1.0
336,Pyr_Growth_Glycolysis_C0,pi_b,0.000576264945857945
337,Pyr_Growth_Glycolysis_C0,v_PYK25,0.0012763581162278752
338,Pyr_Growth_Glycolysis_C0,v_PYK12,0.18838167350622825
339,Pyr_Growth_Glycolysis_C0,v_ENO1,-0.30167020034402725
340,Pyr_Growth_Glycolysis_C0,dhap_b,0.004842322396429539
341,Pyr_Growth_Glycolysis_C0,v_PYK24,0.0012763581162278752
342,Pyr_Growth_Glycolysis_C0,g3p_b,0.001816026553168756
343,Pyr_Growth_Glycolysis_C0,v_PYK23,0.0012763581162278728
344,Pyr_Growth_Glycolysis_C0,kf_SK_adp_c,3485.419026106512
345,Pyr_Growth_Glycolysis_C0,nad_b,0.0194681578418146
346,Pyr_Growth_Glycolysis_C0,adp_b,8.660981732339035e-05
347,Pyr_Growth_Glycolysis_C0,v_PYK11,0.18838167350616644
348,Pyr_Growth_Glycolysis_C0,v_LDH_D4,-0.13705004391694492
349,Pyr_Growth_Glycolysis_C0,kf_PFK1_Activation_gdp,0.0036
350,Pyr_Growth_Glycolysis_C0,v_ENO3,-0.3016702003440284
351,Pyr_Growth_Glycolysis_C0,v_LDH_D3,-0.1370500439169433
352,Pyr_Growth_Glycolysis_C0,kr_PFK1_Activation_gdp,711652956.3096186
353,Pyr_Growth_Glycolysis_C0,v_LDH_D2,-0.1370500439169442
354,Pyr_Growth_Glycolysis_C0,kf_PFK1_Inhibition_pep,549448.0088849892
355,Pyr_Growth_Glycolysis_C0,v_LDH_D1,-0.13705004391694492
356,Pyr_Growth_Glycolysis_C0,kr_PFK1_Inhibition_pep,412.08458897456
357,Pyr_Growth_Glycolysis_C0,v_ENO2,-0.30167020034402725
358,Pyr_Growth_Glycolysis_C0,v_PPS6,0.5850462310918374
359,Pyr_Growth_Glycolysis_C0,f6p_b,0.012753283398193602
360,Pyr_Growth_Glycolysis_C0,v_PPS5,0.5850462310908584
