,model,fluxes,value
0,Glu_Growth_Glycolysis_C0,SK_f6p_c,1.5109785978790642
1,Glu_Growth_Glycolysis_C0,LDH_D3,1.4559191594487597e-05
2,Glu_Growth_Glycolysis_C0,PFK12_85,3.591905875888819e-40
3,Glu_Growth_Glycolysis_C0,FBP22,0.32497443601512893
4,Glu_Growth_Glycolysis_C0,SK_amp_c,0.048515520495121596
5,Glu_Growth_Glycolysis_C0,FBP23,0.3249744360151288
6,Glu_Growth_Glycolysis_C0,PGMi2,0.019492735948387185
7,Glu_Growth_Glycolysis_C0,PGMi3,0.019492735948387727
8,Glu_Growth_Glycolysis_C0,PGMi1,0.0194927359483877
9,Glu_Growth_Glycolysis_C0,FBP24,0.32497443601513964
10,Glu_Growth_Glycolysis_C0,SK_lac__D_c,1.455919159470082e-05
11,Glu_Growth_Glycolysis_C0,FBA11,0.02010045551410794
12,Glu_Growth_Glycolysis_C0,PGK9,1.9930031684325087
13,Glu_Growth_Glycolysis_C0,PGK8,1.993003090541606
14,Glu_Growth_Glycolysis_C0,PFK15_84,-6.206264564213158e-27
15,Glu_Growth_Glycolysis_C0,PFK11_85,1.924204757194723e-38
16,Glu_Growth_Glycolysis_C0,FBA12,0.02010045551406847
17,Glu_Growth_Glycolysis_C0,PGMd1,2.1371206845150823
18,Glu_Growth_Glycolysis_C0,SK_pyr_c,0.987842293101604
19,Glu_Growth_Glycolysis_C0,ENO2,2.156613420463472
20,Glu_Growth_Glycolysis_C0,FBP11,0.00231229878001038
21,Glu_Growth_Glycolysis_C0,LDH_D5,1.4559191594492273e-05
22,Glu_Growth_Glycolysis_C0,ENO1,2.1566134204634864
23,Glu_Growth_Glycolysis_C0,PFK14_85,3.591428566247295e-40
24,Glu_Growth_Glycolysis_C0,FBP12,0.0023122987800100253
25,Glu_Growth_Glycolysis_C0,SK_g6p_c,0.45461206533643056
26,Glu_Growth_Glycolysis_C0,SK_pep_c,1.1687856865534638
27,Glu_Growth_Glycolysis_C0,PPS6,0.04851552049149177
28,Glu_Growth_Glycolysis_C0,PGMd3,2.1371206845150854
29,Glu_Growth_Glycolysis_C0,PFK13_85,3.590133385572126e-40
30,Glu_Growth_Glycolysis_C0,FBP14,0.002312298780015709
31,Glu_Growth_Glycolysis_C0,PGMd2,2.137120684515139
32,Glu_Growth_Glycolysis_C0,FBP21,0.324974436015129
33,Glu_Growth_Glycolysis_C0,FBP13,0.0023122987800100253
34,Glu_Growth_Glycolysis_C0,PGI1,-0.45461206533644827
35,Glu_Growth_Glycolysis_C0,FBA13,0.020100455514107853
36,Glu_Growth_Glycolysis_C0,PGK7,7.789478236736036e-08
37,Glu_Growth_Glycolysis_C0,PFK11_84,4.137700904899348e-28
38,Glu_Growth_Glycolysis_C0,TPI2,1.0563614708087963
39,Glu_Growth_Glycolysis_C0,PGK1,1.9930031608305114
40,Glu_Growth_Glycolysis_C0,TPI3,1.056361474096775
41,Glu_Growth_Glycolysis_C0,GAPD6,1.9930031684325513
42,Glu_Growth_Glycolysis_C0,PFK12,0.011710264991336317
43,Glu_Growth_Glycolysis_C0,SK_adp_c,1.6456931554998668
44,Glu_Growth_Glycolysis_C0,LDH_D2,1.4559191594492801e-05
45,Glu_Growth_Glycolysis_C0,GAPD1,1.9930031684325513
46,Glu_Growth_Glycolysis_C0,GAPD5,1.9930031684334608
47,Glu_Growth_Glycolysis_C0,GAPD4,1.9930031684316418
48,Glu_Growth_Glycolysis_C0,GAPD2,1.9930031684325087
49,Glu_Growth_Glycolysis_C0,PFK13,0.011710264991394936
50,Glu_Growth_Glycolysis_C0,PFK14,0.011710264991336317
51,Glu_Growth_Glycolysis_C0,PFK15,0.011710264991395825
52,Glu_Growth_Glycolysis_C0,LDH_D1,1.4559191594492252e-05
53,Glu_Growth_Glycolysis_C0,TPI1,1.056361470808497
54,Glu_Growth_Glycolysis_C0,PFK11,0.011710264991394846
55,Glu_Growth_Glycolysis_C0,PGK6,7.60199379601083e-09
56,Glu_Growth_Glycolysis_C0,PFK14_84,-6.1684722752750595e-27
57,Glu_Growth_Glycolysis_C0,FBA14,0.02010045551410783
58,Glu_Growth_Glycolysis_C0,PGI2,-0.45461206533643406
59,Glu_Growth_Glycolysis_C0,FBA21,1.0362660770333605
60,Glu_Growth_Glycolysis_C0,PGK5,1.9930031608305154
61,Glu_Growth_Glycolysis_C0,PGK4,1.9930030905377123
62,Glu_Growth_Glycolysis_C0,PFK13_84,-1.480534146918795e-26
63,Glu_Growth_Glycolysis_C0,FBA22,1.0362660770292678
64,Glu_Growth_Glycolysis_C0,PGI3,-0.4546120653364303
65,Glu_Growth_Glycolysis_C0,FBA23,1.0362660770285301
66,Glu_Growth_Glycolysis_C0,PGK3,7.78947823634674e-08
67,Glu_Growth_Glycolysis_C0,PGK2,7.601993796176737e-09
68,Glu_Growth_Glycolysis_C0,PFK12_84,-6.7046866056544235e-25
69,Glu_Growth_Glycolysis_C0,FBA24,1.0362660770285306
70,Glu_Growth_Glycolysis_C0,PFK25,1.3719430023463777
71,Glu_Growth_Glycolysis_C0,PFK15_85,3.59033686036983e-40
72,Glu_Growth_Glycolysis_C0,GAPD3,1.9930031672120094
73,Glu_Growth_Glycolysis_C0,PPS5,0.04851552049512159
74,Glu_Growth_Glycolysis_C0,SK_nad_c,1.993017727624094
75,Glu_Growth_Glycolysis_C0,PFK1_TransitionStep,0.0
76,Glu_Growth_Glycolysis_C0,PFK1_Activation_gdp_91,-5.708162410347054e-68
77,Glu_Growth_Glycolysis_C0,PFK1_Activation_gdp_88,6.7110290473324005e-25
78,Glu_Growth_Glycolysis_C0,PYK14,0.0031033671548357233
79,Glu_Growth_Glycolysis_C0,PFK13_86,1.6308991683674476e-52
80,Glu_Growth_Glycolysis_C0,PFK1_Inhibition_pep_95,-1.9836885649304816e-24
81,Glu_Growth_Glycolysis_C0,PYK15,0.0031033671499549184
82,Glu_Growth_Glycolysis_C0,PPS1,0.0485155204951216
83,Glu_Growth_Glycolysis_C0,PFK1_Activation_gdp_89,3.364040050327244e-38
84,Glu_Growth_Glycolysis_C0,PFK1_Inhibition_pep_94,-1.8868038239948578e-24
85,Glu_Growth_Glycolysis_C0,SK_g3p_c,-0.11972483491892659
86,Glu_Growth_Glycolysis_C0,PFK14_86,1.629197351519817e-52
87,Glu_Growth_Glycolysis_C0,PYK21,1.0332398872551778
88,Glu_Growth_Glycolysis_C0,PYK25,1.0332398872551762
89,Glu_Growth_Glycolysis_C0,SK__3pg_c,-0.16361025203096718
90,Glu_Growth_Glycolysis_C0,PFK1_Inhibition_pep_93,-1.8863999272113846e-24
91,Glu_Growth_Glycolysis_C0,PFK11_87,4.946698655605637e-67
92,Glu_Growth_Glycolysis_C0,PYK22,1.0332398872551762
93,Glu_Growth_Glycolysis_C0,SK_pi_c,1.6172009131422476
94,Glu_Growth_Glycolysis_C0,PFK1_Activation_gdp_90,-1.0873999319655002e-52
95,Glu_Growth_Glycolysis_C0,PFK1_Inhibition_pep_92,-1.8863999272113846e-24
96,Glu_Growth_Glycolysis_C0,SK_dhap_c,-5.061733842826104e-06
97,Glu_Growth_Glycolysis_C0,PFK15_86,1.6291974569895961e-52
98,Glu_Growth_Glycolysis_C0,PYK23,1.0332398872551742
99,Glu_Growth_Glycolysis_C0,PFK12_87,2.8044827301926537e-67
100,Glu_Growth_Glycolysis_C0,SK_h2o_c,0.0
101,Glu_Growth_Glycolysis_C0,PYK24,1.0332398872551762
102,Glu_Growth_Glycolysis_C0,SK_nadh_c,1.9930177276241032
103,Glu_Growth_Glycolysis_C0,PFK23,1.3719430023463781
104,Glu_Growth_Glycolysis_C0,PFK11_86,1.6275857052137046e-52
105,Glu_Growth_Glycolysis_C0,PFK13_87,2.804421698225561e-67
106,Glu_Growth_Glycolysis_C0,PFK12_86,1.629197351519916e-52
107,Glu_Growth_Glycolysis_C0,SK_h_c,0.0
108,Glu_Growth_Glycolysis_C0,PYK11,0.003103367149954916
