,model,init_conds,value
0,Glu_Growth_Glycolysis_C0,f6p_c,0.0024656805469273186
1,Glu_Growth_Glycolysis_C0,E_ENO_c_2pg,1.662456190042044e-06
2,Glu_Growth_Glycolysis_C0,E_ENO_c,2.2399681468007873e-07
3,Glu_Growth_Glycolysis_C0,_3pg_c,0.007501960549838326
4,Glu_Growth_Glycolysis_C0,E_PGMd_c_2pg,1.16404125320143e-06
5,Glu_Growth_Glycolysis_C0,E_PGMd_c_3pg,2.8811561418993708e-06
6,Glu_Growth_Glycolysis_C0,_2pg_c,0.0009609760659181962
7,Glu_Growth_Glycolysis_C0,E_PGMd_c,1.1505009942745416e-07
8,Glu_Growth_Glycolysis_C0,pep_c,0.0005577541752812955
9,Glu_Growth_Glycolysis_C0,E_PGMi_c_2pg,1.1475197686280732e-07
10,Glu_Growth_Glycolysis_C0,E_PGMi_c_3pg,5.607533912708371e-07
11,Glu_Growth_Glycolysis_C0,pyr_c,0.0006134901928868627
12,Glu_Growth_Glycolysis_C0,E_PGMi_c,1.5691455850546133e-08
13,Glu_Growth_Glycolysis_C0,E_PGK_c_3pg_atp,2.339796650453792e-06
14,Glu_Growth_Glycolysis_C0,amp_c,0.02563299017609487
15,Glu_Growth_Glycolysis_C0,E_PGK_c_13dpg_adp,5.924394646129479e-08
16,Glu_Growth_Glycolysis_C0,E_PGK_c_3pg,2.991339639848749e-07
17,Glu_Growth_Glycolysis_C0,lac__D_c,0.003099451562554182
18,Glu_Growth_Glycolysis_C0,E_PGK_c_atp,7.741798208355922e-07
19,Glu_Growth_Glycolysis_C0,E_PGK_c_13dpg,4.957103663692028e-14
20,Glu_Growth_Glycolysis_C0,gdp_c,0.0008743879877912376
21,Glu_Growth_Glycolysis_C0,E_PGK_c_adp,3.1332219220837738e-09
22,Glu_Growth_Glycolysis_C0,E_PGI_c,6.205818730411845e-07
23,Glu_Growth_Glycolysis_C0,E_PGK_c,4.439035591214091e-07
24,Glu_Growth_Glycolysis_C0,E_GAPD_c_nad_g3p_pi,1.682039249114073e-06
25,Glu_Growth_Glycolysis_C0,E_PGI_c_g6p,5.605408773665683e-06
26,Glu_Growth_Glycolysis_C0,nadh_c,1.0090368183658308e-05
27,Glu_Growth_Glycolysis_C0,E_ENO_c_pep,5.513528871143617e-06
28,Glu_Growth_Glycolysis_C0,E_LDH_D_c_nadh_pyr,7.672688028856655e-12
29,Glu_Growth_Glycolysis_C0,E_PYK1_c,6.187103160797312e-10
30,Glu_Growth_Glycolysis_C0,adp_c,0.0012394381996306972
31,Glu_Growth_Glycolysis_C0,E_LDH_D_c,4.834364591033755e-08
32,Glu_Growth_Glycolysis_C0,E_PPS_c_pep_amp_pi,1.1887391465504537e-08
33,Glu_Growth_Glycolysis_C0,atp_c,0.0273457162373176
34,Glu_Growth_Glycolysis_C0,E_PPS_c_pep_amp,0.0012064909465916468
35,Glu_Growth_Glycolysis_C0,E_PPS_c_pyr_atp,6.39021183372265e-07
36,Glu_Growth_Glycolysis_C0,fdp_c,0.040070544501107336
37,Glu_Growth_Glycolysis_C0,E_PPS_c_pep,3.6161300591814895e-07
38,Glu_Growth_Glycolysis_C0,E_PPS_c_pyr,2.5240753093113637e-09
39,Glu_Growth_Glycolysis_C0,h_c,1.0
40,Glu_Growth_Glycolysis_C0,E_PPS_c,6.310423232095324e-08
41,Glu_Growth_Glycolysis_C0,h2o_c,1.0
42,Glu_Growth_Glycolysis_C0,E_GAPD_c_nadh_13dpg,1.788079523183328e-09
43,Glu_Growth_Glycolysis_C0,E_PYK2_c_pyr_atp,2.1902908645731676e-07
44,Glu_Growth_Glycolysis_C0,pi_c,0.0012989830152631986
45,Glu_Growth_Glycolysis_C0,E_PYK2_c_atp,1.236597107844963e-05
46,Glu_Growth_Glycolysis_C0,E_PYK2_c_adp,0.00015733030496157402
47,Glu_Growth_Glycolysis_C0,dhap_c,0.009431032696360411
48,Glu_Growth_Glycolysis_C0,E_PYK2_c,1.6203019087174855e-05
49,Glu_Growth_Glycolysis_C0,E_PYK1_c_pyr_atp,7.187103663816143e-08
50,Glu_Growth_Glycolysis_C0,g3p_c,0.0002674506112568503
51,Glu_Growth_Glycolysis_C0,E_PYK1_c_pep_adp,9.108387051039573e-16
52,Glu_Growth_Glycolysis_C0,E_PYK1_c_atp,3.0889577587619865e-05
53,Glu_Growth_Glycolysis_C0,_13dpg_c,0.0008056859380421886
54,Glu_Growth_Glycolysis_C0,E_PYK1_c_adp,1.5611693489799685e-09
55,Glu_Growth_Glycolysis_C0,nad_c,0.06709286085685781
56,Glu_Growth_Glycolysis_C0,E_PYK2_c_pep_adp,5.543169245570494e-12
57,Glu_Growth_Glycolysis_C0,E_LDH_D_c_lac__D,4.238808500666174e-12
58,Glu_Growth_Glycolysis_C0,E_GAPD_c_nad_g3p,1.57216243795689e-06
59,Glu_Growth_Glycolysis_C0,E_GAPD_c_nadh,1.900600105481173e-06
60,Glu_Growth_Glycolysis_C0,E_FBP1_c_fdp,7.608830809632696e-12
61,Glu_Growth_Glycolysis_C0,E_PFK1_c_f6p_gdp_gdp,5.521556822260744e-40
62,Glu_Growth_Glycolysis_C0,E_FBP1_c,8.955278143993575e-12
63,Glu_Growth_Glycolysis_C0,E_PFK2_c_fdp_adp,2.5521972241515986e-06
64,Glu_Growth_Glycolysis_C0,E_PFK1_c_fdp_gdp_gdp,2.8142498450760546e-44
65,Glu_Growth_Glycolysis_C0,E_PFK2_c_f6p_atp,4.943214193048071e-13
66,Glu_Growth_Glycolysis_C0,E_PFK2_c_fdp,0.00015665298061513436
67,Glu_Growth_Glycolysis_C0,E_PFK1_c_f6p_atp_gdp_gdp,1.8603643242884126e-31
68,Glu_Growth_Glycolysis_C0,E_PFK2_c_f6p,1.1062520938882154e-09
69,Glu_Growth_Glycolysis_C0,E_PFK1_c_fdp_adp_gdp_gdp,9.86383900678931e-38
70,Glu_Growth_Glycolysis_C0,E_PFK2_c,1.5953692522825187e-08
71,Glu_Growth_Glycolysis_C0,E_PFK1_T_c_pep_pep_pep_pep,1.4488502094659087e-16
72,Glu_Growth_Glycolysis_C0,E_PFK1_c_gdp_gdp_gdp,6.558824216153369e-52
73,Glu_Growth_Glycolysis_C0,E_PFK1_T_c_pep_pep_pep,7.792923599074977e-16
74,Glu_Growth_Glycolysis_C0,E_PFK1_T_c_pep_pep,1.5718410146361516e-15
75,Glu_Growth_Glycolysis_C0,E_PFK1_c_f6p_gdp_gdp_gdp,1.3825385565121265e-51
76,Glu_Growth_Glycolysis_C0,E_PFK1_T_c_pep,1.409075607794241e-15
77,Glu_Growth_Glycolysis_C0,E_PFK1_T_c,4.736867588680918e-16
78,Glu_Growth_Glycolysis_C0,E_PFK1_c_fdp_gdp_gdp_gdp,2.3070011188220195e-60
79,Glu_Growth_Glycolysis_C0,E_PFK1_c_fdp_adp_gdp_gdp_gdp_gdp,1.0865483335458917e-75
80,Glu_Growth_Glycolysis_C0,E_PFK1_c_f6p_atp_gdp_gdp_gdp_gdp,6.543011551821735e-71
81,Glu_Growth_Glycolysis_C0,E_PFK1_c_f6p_atp_gdp_gdp_gdp,1.800152579069414e-48
82,Glu_Growth_Glycolysis_C0,E_PFK1_c_fdp_gdp_gdp_gdp_gdp,1.913008807263184e-70
83,Glu_Growth_Glycolysis_C0,E_PFK1_c_fdp_adp_gdp_gdp_gdp,2.4522617693277864e-58
84,Glu_Growth_Glycolysis_C0,E_PFK1_c_f6p_gdp_gdp_gdp_gdp,3.578151786926812e-69
85,Glu_Growth_Glycolysis_C0,E_FBP1_c_f6p,2.316433103890705e-08
86,Glu_Growth_Glycolysis_C0,E_PFK1_c_gdp_gdp,2.2242255479214674e-37
87,Glu_Growth_Glycolysis_C0,E_FBP1_c_f6p_pi,2.150192019760946e-09
88,Glu_Growth_Glycolysis_C0,E_FBP2_c,0.0002887105030933402
89,Glu_Growth_Glycolysis_C0,E_GAPD_c_nad,0.04668349609181715
90,Glu_Growth_Glycolysis_C0,E_PFK1_c,1.8947447971389786e-09
91,Glu_Growth_Glycolysis_C0,E_GAPD_c,2.692778907053187e-07
92,Glu_Growth_Glycolysis_C0,E_PFK1_c_f6p,2.010393651163686e-08
93,Glu_Growth_Glycolysis_C0,E_TPI_c_g3p,1.6003864623859338e-05
94,Glu_Growth_Glycolysis_C0,E_TPI_c_dhap,1.015626235332377e-05
95,Glu_Growth_Glycolysis_C0,E_PFK1_c_fdp,0.00036002343262990207
96,Glu_Growth_Glycolysis_C0,E_TPI_c,3.5627015470870665e-08
97,Glu_Growth_Glycolysis_C0,E_FBA2_c_dhap_g3p,1.3613701343767136e-11
98,Glu_Growth_Glycolysis_C0,E_PFK1_c_f6p_atp,1.380495699534386e-12
99,Glu_Growth_Glycolysis_C0,E_FBA2_c_dhap,0.07590947712260247
100,Glu_Growth_Glycolysis_C0,E_FBA2_c_fdp,3.035215347139166e-07
101,Glu_Growth_Glycolysis_C0,E_PGI_c_f6p,1.295605926023845e-05
102,Glu_Growth_Glycolysis_C0,E_PFK1_c_fdp_adp,1.4212157945639466e-10
103,Glu_Growth_Glycolysis_C0,E_PFK1_c_gdp,3.352348345033006e-23
104,Glu_Growth_Glycolysis_C0,E_FBA1_c_dhap_g3p,9.867218849541496e-09
105,Glu_Growth_Glycolysis_C0,E_FBA1_c_dhap,4.993826869112585e-06
106,Glu_Growth_Glycolysis_C0,E_PFK1_c_f6p_gdp,0.0
107,Glu_Growth_Glycolysis_C0,E_FBA1_c_fdp,2.3280842639921625e-05
108,Glu_Growth_Glycolysis_C0,E_FBA1_c,1.1148656609325938e-08
109,Glu_Growth_Glycolysis_C0,E_PFK1_c_fdp_gdp,1.334331156152098e-24
110,Glu_Growth_Glycolysis_C0,E_FBP2_c_f6p_pi,0.001436206332622621
111,Glu_Growth_Glycolysis_C0,E_FBP2_c_f6p,6.171794947132014e-07
112,Glu_Growth_Glycolysis_C0,E_PFK1_c_f6p_atp_gdp,0.0
